material-id,composition,target
58879,Gd1S3Yb1,0.16657561362763001
61546,H2Mg1Mo1O5,-0.027632629284040002
78542,Ni2Y3,-0.0014003082500000002
25358,C1F3O1Rb1,-0.011425051051412002
63208,Hg1Mg2,-0.015527005416668004
4405,Al1Fe3Tb2,0.024223416276041
71689,Lu1Mg3,0.0034804246621620003
23509,Br2Hg3Se2,-0.038643811071428
78290,Ni1Si2Yb1,-0.05651121312508001
64839,I4Te1,-0.0907936515
64597,I2Mo1,-0.38584832555555504
53722,F7Gd1Pt1,-0.19269754916709805
10234,As8Fe3Ni1,0.001999125
76251,Na1O8Sb3,0.018262807500011
6353,Al3Co1Er2,-0.017910442916613003
64604,I2Nb1Se2,-0.020235161263163
82714,Pr3S12Yb5,0.196496425000012
14663,B4Fe2Na6O16S1,0.018673974453910003
16570,Ba1F7Fe1Mn1,0.007718596925037
5514,Al2C1H12Mg4O18,0.128913191385437
18536,Ba2Nd2O13Si4,-0.00121190788994
23686,Br3Cs1Sn1,-0.026360665500021
34525,Ce2Ga12Ni1,-0.016296378666803002
24509,Br9Rb3V2,-0.09985250321427802
4335,Al1F9O1Pb3,0.029064819106778
8187,As1Eu1O4,-0.22332701833355706
4331,Al1F7Fe1Na2,0.010791433977449002
14396,B3Li6O9Sm1,-0.0076025950801760014
56037,Fe2Se8Ta11,-0.035205570995121005
54265,Fe1Ge1Si1,0.148998896249999
18226,Ba2Fe4O11Sm2,0.031203155827038007
43043,Cr3Fe1Li4O8,0.002461021562513
78209,Ni1S17U8,-0.044381309438881
26677,C2F1N1O1S1,0.155952284819107
72301,Mg1Ni1O9P2V1,0.037285999301778006
81771,P3Rb2Se9Th1,-0.025088296217971002
55920,Fe2O18Se6Sr3,-0.026063289317438003
10519,Au1Cl4Cs1,-0.12840577750003102
43215,Cr3Li5Na1O36P9Ti3,0.019277020081310003
38200,Co1Cu2S8Ti3,0.033070258571447006
3057,Al12Nd3Os4,-0.049996180141047016
33667,Ce1Cs1Se4Si1,-0.026968040344549003
76162,Na1O4Ru2,0.011935480892864002
1969,Ag2Ba1Sn2,-0.055172775395344
37603,Cl6O1S1Ti1,0.020605515835069
14346,B3Ho1Mo1,-0.047465264666669005
33528,Cd6Sr1,-0.01555030297619
58956,Gd2Mg2O5,0.3334777972222
67155,K1O8S2Sm1,-0.030333416813302008
80739,O6Sr2Ta1V1,-0.033066355605546
20578,Be3Ta1,-0.052775824711537
75245,N12Tl2Zn1,0.057231428924
49340,Dy2O4Se1Si1,0.000568719699926
34384,Ce1Ru4Sn6,-0.042339126540676
32549,Cd1Ho2Mg1,0.013575259999999
82281,Pd1Te2Y6,-0.02076469078447
14578,B4Cr1Ta1,0.039439185833331
34176,Ce1Ni1Pt1,0.095056840812017
5938,Al2Li1Os1,0.019464319999999
38104,Co1Cr3,0.24035396458333305
13929,B2Mg1O7U1,-0.0029784801401959997
77016,Nb1O2,-0.000181909675898
33584,Ce1Cl5Rb2,-0.05510297843753301
53565,F6Na3Ni1,-0.11027610850022
83423,Rh2Sm1,-0.10334860916666601
80087,O3Se16Ti12,0.27798243600772204
53789,F7Li3O5V4,0.08410279517547001
20358,Be2Ca1N2,-0.125780686916662
42286,Cr1O12P3Sn1Sr1,-0.0026622906470450004
69207,Li11O48P12V8,0.0022310795261060003
72471,Mg1O6Sr2U1,0.020033293498372
53268,F6K1Os1,-0.21166440375004306
28445,C5H3N1Ni1O6,0.65263194389317
75910,N6Zn1,0.07765730282952299
83735,S18Sb11,0.05324962978987
84803,Tc2Ti1W1,-0.1497169425
74376,Mn7Na6O10,0.045870037256027
41084,Co5I1Sb15,0.063555371448413
72653,Mg1Rh2V1,0.006014077500008001
78742,Ni6Pb1Tb12,-0.008343175800482001
20559,Be3Nb1,-0.039208601891025006
75817,N4O16Th1,0.27642728321443805
61711,H2Sc1,-0.217395477333332
70163,Li2Mn1O12P3V2,0.05978444963314
28789,C6Mn20Mo3,0.024483280860610003
76615,Na2Se9Ti2,-0.004881080853157
44588,Cs2F6Pr1,-0.09026837902113903
41136,Co5Ni5Sm2,0.07490401951388903
58137,Ga2Ti1,-0.021314296944443003
73981,Mn2O4V1,0.068696051666759
45431,Cu1F2,-1.130422580396667
48884,Dy1In2Tb1,-0.028843154821427994
47558,Cu2O7Sr2V1Y1,0.16104827045772602
4016,Al1Cs1Mg6O8,0.7566405562500501
18696,Ba2O8Ti3,0.208180718462065
76626,Na3Nb2O12Tb1Ti2,0.012396918699613001
53907,F8Li2O3V4,0.050616000364287005
29169,Ca1Cd2Ce1,0.020555575000000003
39149,Co1N1O10P1,0.6684006975783051
57559,Ga1N3O1Sr4,0.073387807362983
66974,K1Ni1O4P1,-0.020152517459084
40188,Co2O5Yb2,0.106227540138858
35465,Cl1H2Li1O5,-0.0043184852780440005
22056,Bi2I1O4Sm1,-0.062289986008723014
49174,Dy1Si1,-0.104114580583333
75099,Mo4O15Yb2,0.108375519331211
42818,Cr2Li5Mn5O12,0.031607413333248
13775,B2Ge1Nd2O8,-0.004484546043359
81635,P1Ta2,-0.023585376666667004
29668,Ca1Fe2La1O6,-0.005354175063634
17121,Ba1Mo1O8P2,-0.034019383051581004
45990,Cu1In1S4Zn2,0.0057408031249950005
54054,Fe11O24Ti5,0.027510484365054003
82943,Pt3Pu2Si5,0.218318216874017
23076,Br1Cu1Se1Te1,-0.021537540000004
79308,O14P4V3,0.026429976996338003
61566,H2Mn1O10Re2,0.5401525034166731
9935,As4Cs1F13,-0.013435374722121002
32761,Cd1N1Ni3,-0.090037687000001
40043,Co2Lu1Sn1,0.034804203125
51715,F1K1O4P1V1,-0.040112994536917
21322,Bi1La1O8V2,-0.0023984708615370004
30085,Ca1Li2Si1,-0.00293551178152
55658,Fe2Li1O4,0.061447959910711
23358,Br1Zr3,0.7126663000000001
1382,Ag1I3Rb2,-0.004715445416659
10952,Au1K2P1S4,-0.041309618337844
7904,As1Ca1O5Sb1,0.095231919263055
33769,Ce1F11Hf2,-0.044534321785707
39158,Co1N3,0.3951915238100001
47840,Cu3Hf1Rb1Se4,0.126963666666639
22861,Br12Mn1Tb7,-0.044229122389166
38831,Co1K3,0.8043098227500001
58932,Gd2In1O7Sb1,-0.016142567297405
13772,B2Gd2Na2O7,-0.027611772188002003
6881,Al4Cu15,0.06707076894736701
46593,Cu1O2Pr1,-0.008134298334310001
41641,Cr1Fe2O5,0.059549381250024014
26797,C2H10N1O13P3Zn3,0.2311917270454341
23781,Br3La9Sb16,-0.018153851138327
75259,N1Na1O3,-0.34270675403745404
19381,Ba4Cu3O9Sm1,0.002112265257424
21414,Bi1Mg1O5Sb1,0.097788818645911
22120,Bi2Lu6Mn1,-0.06531634111111001
14186,B3C1Co12Fe4Y4,0.114275605611677
19437,Ba4F4In2Mn1S6,-0.009696929765319
12714,B1Fe1H2O6P1,0.012714320300314
79066,O12P4Rb1Sm1,-0.014348310410339004
28313,C4Na2O8Sn1,0.042524880902720004
10792,Au1F6Rb3,0.095043448999982
82286,Pd1Ti2,-0.041469427499999004
34226,Ce1O2V1,0.5888456477886129
78130,Ni1P1Sm1,-0.06566188669736099
49861,Er1Mn1O3,-0.036112308684332003
48910,Dy1K3,0.57734285525
18790,Ba3C4N8Na2,0.001841485147052
21504,Bi1Na2Rb1,0.016787038333333
71017,Li4Mn3O8Sn1,0.028861779843442
43550,Cr5O18Sr9,0.009706695703131001
24259,Br6In1K1Rb2,0.034549581249967994
49342,Dy2O5Si1,-0.046712112979079005
23072,Br1Cu1O2Sr2,-0.041077922783571
76204,Na1O6Sb1Sr3,-0.08627507215085001
24215,Br6Er1Na3,-0.748667645
65876,In3O8P2,-0.014534991987654
24052,Br5O1Te7W1,0.037447758652196
62335,H6Nd2O20Se7,-0.004615448291159
63547,Hg2Pm1Pr1,-0.098077759999998
64108,Ho2Ir1Rh1,-0.009374860878174
59599,Ge1Ni1U1,-0.080594340228756
12415,B1Ca1H3Ni1O10P2,0.043151610660153
21188,Bi1Gd1Pd1,-0.13520802166669102
45025,Cs3I9Tm2,-0.067081551785702
55239,Fe1O7Pr2Sb1,-0.011919756198603
6708,Al43Er6W4,-0.008050832742811998
54008,F9V2,0.06480821670454599
18102,Ba2Cu4O8Yb1,0.008329057696369001
65689,In2Li1Rh1,-0.072663444895832
1048,Ag1Er1Si1,-0.041189433333336
70231,Li2Mn4O13Si4,0.011994936029706998
9493,As2O6S1,-0.020284225701256
20418,Be2Ge1O7Y2,-0.006742084771715001
19642,Ba5Ir4Nb1O15,0.006405458256464
70109,Li1Tl2Yb1,0.00949955980549
35459,Cl1H1Zr1,0.07497225333334101
73442,Mn1Nb1P1,-0.14373730461887102
66531,Ir2Zr1,0.08171226236255101
5244,Al1Ru1U1,0.08427326555555999
1831,Ag1Sb1Yb1,-0.12318838125
79325,O14Re1Y7,0.040575707613605
7425,Al8K1Na7O32Si8,0.008747545722824001
80974,O7Sr2V2Y1,0.24051091502802305
18604,Ba2O5Tl2,-0.039920284723210006
75799,N3W2,-0.19072924499996305
18912,Ba3Er1Ir1O9Ru1,-0.016070553129235998
26018,C1N1S3,0.19505891786328505
18819,Ba3Cd2Sb4,-0.009079041234591
58400,Ga4Sn3Sr11,0.0026353204563490003
19715,Ba6Cl6F12Mn2Zn1,-0.0026488359381110003
33484,Cd53Pd16,-0.022655178837403003
83495,Rh3Ta1,-0.172966219375
68262,La1N1O5,0.15902245773797502
54461,Fe1K1Li4O5,0.044748340762207
46576,Cu1O1P1U1,-0.050615494302600005
79286,O14P1W4,0.001889768157851
38801,Co1Ir1Sc2,-0.012338732500016
50540,Eu1Ga1Sn1,-0.004675728143749001
69915,Li1Os1Sc2,-0.051008841666658006
17049,Ba1Mg30Ni1O32,0.075896459218752
9229,As2Fe1Ni2,0.101223342583334
56603,Fe4Li2O13Si4,0.036007327337026
57677,Ga1O3Te1,0.6110292024375239
48442,Cu5Li2O14Si4,0.08267038999995101
34784,Ce3Li1,0.270416205
3484,Al1Bi3O11Sb2,0.004667352573507999
82373,Pd2Sn1Y1,-0.015289091230678998
78477,Ni2Sb1Zr1,-0.018090898587103003
19837,Ba7Ge6,0.010434690384614
77678,Nd1Tb3,0.015839098124999
49195,Dy1Te6U1,0.038919636875
14763,B4Li1Mn4O12,0.085003973710103
30060,Ca1La3Mn4O12,-0.00039673763346100016
467,Ag1Au3I8Rb2,-0.003624528214292
63125,Hg1I6Rb2Sb1,0.053161454750007005
10382,Au1Br6In1K2,0.10985372304985801
57683,Ga1O3Zn1,0.730549556874994
10820,Au1Gd1In1,-0.09333731555558
10083,As5B1O20Pb6,-0.0007433779906219999
42116,Cr1Mg30O32Ti1,0.055201904647316
33171,Cd2H1Hg2O10S2,0.23058088735293605
33666,Ce1Cs1S4Si1,-0.047541515180137
36242,Cl3Cu1Tl1,0.010139652000001
61726,H2Yb1,-0.26397342027777704
31602,Ca3O12Sc2Si3,-0.018579743301446003
12130,B13Co1Tb4,0.126987026249994
12311,B1C1Cl3H3N1Si1,0.047703687270680015
45045,Cs3Mo15Te17,0.001229860304234
45117,Cs4F12Ga1Na2Sc1,-0.002506531003529
35912,Cl2Cu5H8O10,0.108715075039999
46333,Cu1Mg30O32Y1,0.04611442480452901
6135,Al2Si2Sr1,-0.053689682000024004
67238,K1Sb1Sn1,-0.045745856666665
26202,C1Os2Si1Th1,-0.056549842427719
4390,Al1Fe2Tb1,0.025612004557288
12203,B1Ba1F2Ga1O3,-0.008758922999475
48813,Dy1Ge2Mn2,-0.034907734399962004
70697,Li3N6O18Tb1,-0.012163540175783995
6069,Al2O5Tc2,0.7351643322222201
65047,In11Nd5Ni6,-0.0015520876515160002
80654,O6Re1Sb1,0.044725265390617004
71299,Li5N3Si1,-0.045098272326389015
46338,Cu1Mg4O5,0.040580659000076014
39802,Co2Ga1Nd2,-0.0057660442857240006
63530,Hg2O4W1,-0.014575643098748
53614,F6O7Re6Se8,0.7983820101967991
32599,Cd1In2Te4,-0.026941521428571
51530,F15W3Y1,0.092559674605273
78791,Ni9Si2Sm1,-0.029439821249990002
5344,Al20Cr2Y1,0.003695364301242
35821,Cl24Sb2V3,-0.030961204051721
8599,As1Na1Sr1,-0.07486793197897099
63258,Hg1Nd2Zn1,0.026635342499999003
57112,Ga10Ni1Pr3,-0.004572459107193
52983,F5Rb1Te1,-0.15347985839286102
21207,Bi1Hf1Mg30O32,0.18135864871093801
43679,Cs1Cu1Se3U1,-0.18811613154566695
37033,Cl6Cs1Rb2Y1,0.082054619049647
52707,F4Ni1Rb2,-0.021162316190472003
10273,Au1B1O3,1.343812340166707
38116,Co1Cr4Fe1S8,0.105322989484137
51422,F12K2O1Zr3,-0.029556713298336007
77988,Ni1O12Te4,0.08564535676470601
16318,Ba1Cr4Mg1O8,0.410422079098984
14716,B4H5,0.012847587031249
34793,Ce3N6Ta2,-0.070976655259748
71323,Li5Ni3O10Ti2,0.014078983249844001
6412,Al3Eu1Si1,0.024717049999999
49683,Er1Ge1Mn1,0.068646016213845
14745,B4Ir4Tb1,-0.05959473568375901
72194,Mg1Mo3O14Sr6,0.018464674167245003
22871,Br13H9O4Te3,0.011950821120683998
18759,Ba3Bi2Ca1O9,-0.027294229709909003
2753,Ag5O32V12,0.0026890202837610002
83789,S1V3,-0.021227484687518002
38080,Co1Cr1O4,0.018029486916673
28097,C4H16N3O12Sn1,0.13644732108506102
59620,Ge1O10Y4,0.18699161499991196
69553,Li1Nb1O5P1,0.08266256520536701
37815,Cl8N1O1Sb1,-0.08716846433961298
30915,Ca2F7La1,0.08306941416667801
77556,Nd1Os2,-0.064989093611112
37007,Cl5Zr2,0.054788639583332
83198,Re1S1Te1,-0.015937923555556004
76445,Na2O13Si4Ti2,0.013952425119013002
57861,Ga1Te2Tl1,-0.05453407718223
78642,Ni3Te2,-0.019805382
71344,Li5O14P4Sb1,0.050040620659584006
25158,C1Cr2Nd1Si2,0.0013438980092580002
2488,Ag3Co2O6Sb1,-0.0024259595862210002
8431,As1In1,-0.232547694166666
1593,Ag1N1O3,-0.091702779331066
32166,Cd1Cl6H24Ni2O12,0.025853836777798
46081,Cu1K2P3S9,-0.025532460331476003
27371,C3Cr2Sm2,-0.077627617448977
71696,Lu1Mn3,0.3027538475
39004,Co1Li6Ni5O12,0.033673101641101
50908,Eu1Rh1Si3,-0.061828186500007015
56241,Fe3Li4Nb3O16Te2,0.08471224391187701
45975,Cu1In1Nd2S5,0.005895832499897001
22000,Bi2Eu4O1,-0.035704830714234005
83270,Re3Tc1,7.090625000127905e-05
83218,Re1Tc1Ti2,0.012027914999999
30488,Ca1O4Sb2,0.055392133154731
14333,B3H3O14Zn8,0.019966011383929002
14853,B4Nd5O12,0.169481363826523
6799,Al4Ba6O15Y2,-0.014109396149765
46255,Cu1Li5O16P4V3,0.10217857910926
55747,Fe2Li4O12P3,0.029796442560444007
78413,Ni2O5Zn2,0.3109203249999989
892,Ag1Co1F3,0.227909798000004
31577,Ca3N4Re1,-0.190481636326911
1449,Ag1Ir1Y2,0.016051487656250002
44319,Cs1O4P1Zn1,-0.07979767891957501
68971,La3Zn1,0.109781784999997
38029,Co17Mg7O32,0.06460667041667
67427,K2Nb2O5,0.15184571988953002
10262,Au12Cd3In1,-0.0019531193181810001
65717,In2Mn1Ni1O6,0.048381876364613004
7829,As1C1Na3O7Sn1,0.080702734839159
44578,Cs2F6Nb1,-0.048203994222222005
34608,Ce2Ni12P5,-0.006307272508888
11614,Au2Si2Sm1,-0.11255224099999601
44168,Cs1Mn1Se3Yb1,0.006178260177904999
14943,B4Ta1Zr1,-0.013649296666718
73107,Mg3Ni2O7,0.104025916562571
9327,As2K2Pt1,-0.123627309282149
27575,C3I1O3Os1,0.108023811015625
55546,Fe2Ge3O12Zn3,0.09489453020831698
14359,B3K1O9Zn4,0.011014040294094998
55453,Fe1Tm4,0.4744008365
66441,Ir2Li1Ta1,-0.11391520041666604
46230,Cu1Li3O12V4,0.038982213999964994
57385,Ga1K3S3,-0.064561160000022
64012,Ho1Rh1,-0.141990767946428
79173,O12Sn1V4,0.039874012205887
62388,H7La1Mg2Ni1,0.005416200284138001
50693,Eu1La1S2,0.030712472499991005
83000,Pt5Sb1Si1,0.016063137499999002
23791,Br3Mo1Te6,-0.018350185855259
24871,C1Ca5O12P3,0.25132540683812005
53384,F6Li1Na2Tl1,0.057455886750002
61013,H15N9O11Pd1Ru1,0.16992751553269805
24892,C1Ce1H2Na1O7P2,0.28078813879501696
60024,Ge2Lu1Ni1,-0.02949187188241
83892,S3Sr1,-0.14568559726562602
56775,Fe5H7La1,0.07221384692307499
21898,Bi2Cl1Dy1O4,-0.05821040223687801
68654,La2Mg1O6Rh1,-0.032537324504769004
64808,I4La1O12,0.047945049987751
57519,Ga1Mn1Pr3S7,-0.007545646354464
63083,Hf9Mo4P1,-0.006659055286075
56811,Fe5Li4Ni2O12,0.053915818695673
75312,N1O11P2V2,0.586657289670451
1804,Ag1Ru1Sm2,0.0019037718749989998
50967,Eu1U3,0.7407877262500011
32500,Cd1Hg1Nd2,0.009236692499999
37694,Cl7Er2Rb1,-0.05684743174999101
77985,Ni1O12Rb2Si5,-0.005977647248998
63981,Ho1Pd2Si2,-0.107979402199886
17253,Ba1Ni4O16Sr1V4,0.000106944639798
76250,Na1O8S2V1,-0.017851521069145
63782,Ho1Li1O3,0.4211511863668701
7118,Al5Pr9S21,-0.029819558702595002
11329,Au2Cd1Sm2,-0.0056093879999840005
64874,I5Ni1Pr4,-0.034143349952077004
30533,Ca1O6Ru2Sr1,0.008371456750056001
44343,Cs1O6V1W1,0.003227403055676
6848,Al4Ca2O33Si8,0.3673767473673609
79803,O2S1Yb2,0.533296102277816
59096,Gd4In1Ir1,-0.207407606527776
18699,Ba2O8V3,0.29043554151474804
51089,Eu2Ni1O6Pt1,0.030814375624195006
82091,Pb3Sc1,0.08646976604166702
381,Ag1As2Ce1,-0.045874903437499004
80374,O4Sr1Tl2,-0.020092803086571003
54604,Fe1Li1O4Ti1,0.017849116530393002
31150,Ca2N2Sn1,-0.08362996298875601
9044,As2Cl7Cu1O6Pb6,-0.004709774806172001
2009,Ag2Ca1O12V4,-0.02020515423192
53689,F6Tc1,-0.6518971031971421
79009,O11Sr1V3,0.557986228333334
23343,Br1Se3,0.330796672099609
15945,Ba1Br1C4Ni1,0.7352413944642758
68677,La2Mn2O3Se2,0.003535139582947
2642,Ag4Al1Cu3O12,0.34934045545827097
29878,Ca1H4O7Se2,0.014676886428385
72877,Mg2Nd1Pr1,0.0034092249999990005
74655,Mo1Pd1Ti2,-0.028089771226747995
65691,In2Li1Sc1,0.011155167083333
2521,Ag3F6Ga1,0.049913549999985006
32852,Cd1O12Rb2Si5,-0.025167468023049
2041,Ag2Cd1Se4Sn1,0.03877308125
77400,Nb5Ni4P4,-0.053993411020792005
63534,Hg2O5Y2,0.08976798166666801
53278,F6K1Rh1,-0.05807551250013901
20662,Bi12Cr1Mo4O34Sr1,0.008840488329665
46127,Cu1La2O10Ti3,0.07019766703127701
69680,Li1O12P4Sn1,0.042623748865482015
18418,Ba2Lu1O6Ta1,-0.07606264934484701
8879,As2Ba1Ge2,-0.030693360499991006
36625,Cl4H22N7O8Ru1,0.5580488591113659
72904,Mg2O13Si3Y3,0.10919440187514301
6586,Al3Nd1,-0.03631092225
24741,C15La12Re5,-0.12358357906249902
50479,Er6Mn1S14Si2,0.010503277391261
68801,La2Pb1Se8Si2,-0.020807095961483002
26313,C1Ti2Tl1,-0.068390304107147
62934,Hf2Na2O5,-0.009916903889067
43966,Cs1H2O4P1,-0.017668021751283004
33021,Cd1S4Yb2,0.38048837928571305
40347,Co3Cs4F10,-0.009031640546241
54427,Fe1Ho4Se7,0.166583362916667
28372,C55Ga4H138S4Si12,0.054247958336263
72988,Mg2Sb2Sm1,0.08062218401575999
4760,Al1Li1O2,-0.088446156457422
21657,Bi1O8W2Y1,0.020390261458533003
14769,B4Li3Mn1O9,0.06896258825395199
19818,Ba7Ca2Mn5O20,-0.013630699517784998
8977,As2Ca1Ni1O7,0.020471993370228
30192,Ca1Mn2O10P2,0.070101082041768
18709,Ba2Pb1,-0.062100513888889014
52002,F20H22N4O3Zr4,0.228092059288948
28639,C6Cs2Fe1N6Rb1,0.10100127763020801
23021,Br1Cl3Cs1Re1,0.0193676592693
28614,C6Cr1Mn1N6Na1,0.28499989882638904
45115,Cs4F10Zn3,-0.09154797117647
4671,Al1Ir2Sc1,-0.0005012075000200001
22864,Br12Rb5Tm3,0.021972205999998003
2513,Ag3F1,0.225788466249999
57494,Ga1Mg1Sc2,0.025405844158633003
15595,B7Na3O12,-0.003889958253953
11861,Au5Er2F21,-0.008150595178305001
13374,B2Be1C2,0.0069253450673070005
11703,Au3Eu7,-0.002311808194444
26941,C2H8Mn1N2O4S2,0.10637074215486901
60849,H10N2O7U1,0.15172844780139802
42129,Cr1Mn1O5Y1,0.034003542812612995
6578,Al3Na3O14Si3,0.17501179369562395
13174,B1O3Si1,1.906716537666656
10130,As6Bi1K3Se12,-0.014744280056705
46899,Cu1Se2,-0.0027922337944470002
65730,In2Mo5Na2O16,0.056398414559919015
70470,Li2O5Si1Ti1,-0.009953646392700001
49107,Dy1Pm3,0.006745751875000001
67092,K1O4Pb1V1,-0.007430286650821002
44184,Cs1Mo2O8Tb1,-0.033552208143734004
110,Ac1Mg1Tl2,-0.163161623749998
25264,C1Dy2O5,-0.09362719531256801
49480,Dy3Ru4Si12,-0.018339910177632
24975,C1Cl1N1O4,1.5202901062204068
13538,B2Ca2O7Si1,0.014497530207992004
4993,Al1Na3Si1Te4,0.2447288295833321
2423,Ag36Te22Tl7,0.000876904471153
104,Ac1Li2Sn1,-0.035489005555547015
25976,C1Mn2Si1Tb1,-0.07093580504463401
59609,Ge1Ni2Zn1,0.04885207948292599
7305,Al7Cu16Tm6,-0.04327205529195
9832,As3W2,-0.022932458499999003
50934,Eu1Se1,-0.8291958666666681
27212,C2Rh1Sm1,0.07135520312500099
30555,Ca1O6V4,0.075004329696974
82157,Pd1Pm2Si1,-0.19959427104166397
12001,B10Rh14Sr5,-0.008912464023061001
70982,Li4Mn3Ni3O16Te2,0.001149337420538
53868,F8Fe4Li2O1,0.056750125333432
54101,Fe13O20Sn2,0.32422204428570195
11705,Au3F18Sb2,6.617728246962801e-05
51701,F1In1O5Te2,0.020862301249961003
4156,Al1Cu4Sm1,0.004478558205125999
4282,Al1F5Sr1,-0.012849752286225001
56988,Fe7H4K2Na1Nb2O31Si8,0.007596499094864002
72934,Mg2O6Sn1Ta1,0.196378282872398
45465,Cu1F5Li2,0.005718254270925999
37001,Cl5Sr2Tl1,0.0010636340624840001
55786,Fe2Mg1O6S2Sr4,0.07826943015833501
69861,Li1O6W2,0.041767549578878
19535,Ba4O1P2,0.0022287698215010003
6597,Al3Ni1Y1,-0.003425088753127001
11637,Au2Te2Y7,-0.015268806636351002
51749,F1Li1Mn5O7,0.0528763802232
17504,Ba1P3,-0.019610960937495
61093,H18Na4O19Si4,0.010781686666667002
76102,Na1O20V8,0.024526785287326002
14837,B4Nb1Ti1,-0.012250461666668001
30791,Ca2Cl1Ga1O8,0.898245414514198
4733,Al1La3O1,-0.010566147499354
14166,B3Bi1Li6O9,0.009043853684245
5052,Al1Ni2O7Sr2Y1,0.064288223307973
22851,Br10S2Sn7,0.079657654473685
52822,F5H3N1P1,-0.043048970749675015
77298,Nb2S11Tl4,-0.035591428322246
62943,Hf2Ni3Si1,0.05977783876031
16599,Ba1F8Y2,-0.012099774318324
75371,N1O4Ti3,0.03611850436899
54835,Fe1Mn1,0.093465175
34021,Ce1La1Ni1Pt1,0.037762617499959
14677,B4Fe9Ir3,0.025104264516231004
7991,As1Cl4H1O4Pb4,-0.017500106181548
30851,Ca2Cr1O4,0.039096604285795006
9549,As2Rb1Ru2,-0.10255714774999902
38962,Co1Li3Na2O4,-0.003081134465007
13090,B1Na1O8Si3,0.004797717948693
33838,Ce1Ga2Pd4Y1,-0.004160228125065
17157,Ba1N1Sr1,0.007245818278358002
83634,Ru2Si1V1,-0.123985783750001
46184,Cu1Li1O7P2,0.042210037802904006
59629,Ge1O21Rb2S6,-0.06122957835337101
64172,Ho2O6W1,-0.08194700889431401
21766,Bi1Tb1,-0.216558818888889
83352,Rh1Sn1Ti1,0.002367131119674
13360,B2Ba2Cl1Gd1O6,-0.03448260414087
36037,Cl2Li5P1S4,0.015002474791646004
3869,Al1Co1F6N1,0.535862154180193
64453,I1N2,0.065206542083333
34053,Ce1Li2P2,-0.017773437499748003
53549,F6Na1Sr1V1,-0.005280004727231001
26533,C2Co1O6,0.11828108694444198
54035,Fe10Si2Y1,0.015565800769231001
49075,Dy1P1Pt1,-0.097208850476118
46937,Cu1Sn1U1,0.014149008888889003
4911,Al1Mn2O7Sr2Y1,0.060709683280017
8055,As1Cr1O5,0.16681719151778002
67717,K3Mo7Na5O24V1,0.07760351165529401
78189,Ni1Pt1Tm2,0.034076411874998006
52686,F4N2O2W1,1.3871592927778071
48312,Cu4Mg1O6,0.10067909931818599
15095,B5H8O12Rb1,1.024001555520667
41367,Cr11Li24O36Ti1,0.01832144611059
8692,As1O5Ta1,0.16322559374997306
78455,Ni2Pr1,0.012670932222222
49038,Dy1O3Rb1,0.24287918950011705
45018,Cs3I6Sb1,0.07014011874999701
58986,Gd2O1S2,0.01350944150001
42886,Cr2Nb1O24P6Ti3,0.06468847361930401
44327,Cs1O5Sb1Si1,-0.031656724672345
28451,C5H5Mo2N3O14,0.8367421990167091
6748,Al43Ta4Tm6,-0.015596550188746
78102,Ni1O8V3,0.049556642083177005
56559,Fe4Ge8Ho1O28Y3,0.0008210302272219999
44509,Cs2F6Ga1K1,-0.027701738067977995
68521,La1Pt3,0.07861253196835201
11993,B10Ni19Y3,0.009076447127327
55773,Fe2Lu1O4,0.035562541696491
12205,B1Ba1Fe1O9P2,0.029411281782926006
21639,Bi1O6Zn2,0.243205909166666
59448,Ge1Mg1Na2O4,-0.014311377162093
67134,K1O7P2Zn1,0.08685220323850501
7951,As1Ce1Ni1O1,0.5306455185286141
50495,Er7Pt2Te2,-0.051010284545469006
33242,Cd2Nd1Pd1,-0.041875253332417005
53589,F6Ni1Sr1,-0.10722737562502804
47598,Cu2Pu1Si2,-0.13528578399999702
42322,Cr1O3Pb1,0.15238442700004
2482,Ag3Cd2In3Te8,0.007074488841441001
11947,B10C1Cs1H13,0.05588125073132602
2228,Ag2In1Pr1,-0.031616753799042004
46977,Cu1Y2Zn1,0.010741391874998
81610,P1Sb1Sr3,0.095566708833334
80972,O7Sr2U2,0.036805042306078006
48844,Dy1Hg2Yb1,-0.0017669175000010005
57409,Ga1La3,0.053210730625
36815,Cl5Cs2H4N1O3Ru1,0.00028069070264300004
2604,Ag3Pb6Pd13,0.04637525639677901
5043,Al1Ni1Ti2,0.18117244062499802
41369,Cr11Li32O48Ti5,0.018786293750864
19443,Ba4Fe2O11Y2,0.0044514211150120005
2060,Ag2Cl3,-0.155902228652
61396,H1W1,0.08181016068999901
67872,K4Mo1Na4O24W7,0.006312193556779
6339,Al3Cl12Tb1,-0.020531805520834
77703,Nd1Zr1,0.210607646249999
26059,C1N3O2P1S1,0.651911954225129
56173,Fe3Li2O10,0.585526119458329
73310,Mg7O16Si4,0.112826008703701
19747,Ba6Fe4O15Pr2,-0.031303230071537
23644,Br3Ce3Ga1,0.020782243871927
72504,Mg1O8P2Sn2,0.070578479226248
5926,Al2K3O13Si4,0.023176988507406
25617,C1H4N3O3S1,0.320424952215405
46404,Cu1Mo2O8Sb1,0.04469332691962
7607,As1Au1Cl6K2,0.08913110341662599
64157,Ho2O13Te5,-0.013842842432218
75438,N1Ru2Zr4,0.063533292499999
10241,As8Li17Mn4,0.073372201120688
18523,Ba2Nb1O6Tm1,-0.06611699677047199
